k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
5,Alt3,HMC,TVD,0.07803,0.09752,0.12756,0.11025,0.16963,0.18239,5.0
5,Alt3,bayesm,Wasserstein1,0.13669,0.19785,0.36422,0.29306,0.41908,0.77441,5.0
5,Alt3,Replication,Wasserstein1,0.12242,0.19828,0.3798,0.2586,0.4449,0.87478,5.0
5,Alt3,NUTS,Wasserstein1,0.2766,0.28379,0.62176,0.55011,0.6707,1.3276,5.0
5,Alt3,HMC,Wasserstein1,0.2832,0.2864,0.55129,0.57186,0.70198,0.91301,5.0
5,Price,bayesm,Hellinger,0.05525,0.05714,0.08341,0.05998,0.10533,0.13935,5.0
5,Price,Replication,Hellinger,0.05708,0.05936,0.08521,0.05965,0.10977,0.14021,5.0
5,Price,NUTS,Hellinger,0.06106,0.07473,0.10043,0.07676,0.12317,0.16641,5.0
5,Price,HMC,Hellinger,0.06127,0.1012,0.12395,0.12538,0.16168,0.17024,5.0
5,Price,bayesm,KL,inf,,inf,inf,,inf,5.0
5,Price,Replication,KL,0.0141,,inf,inf,,inf,5.0
5,Price,NUTS,KL,inf,,inf,inf,,inf,5.0
5,Price,HMC,KL,0.23906,,inf,inf,,inf,5.0
5,Price,bayesm,JSD,0.00292,0.00319,0.00777,0.0033,0.01065,0.01879,5.0
5,Price,Replication,JSD,0.00322,0.0033,0.00808,0.00332,0.01151,0.01907,5.0
5,Price,NUTS,JSD,0.00333,0.00472,0.01079,0.00545,0.01417,0.0263,5.0
5,Price,HMC,JSD,0.00345,0.01004,0.01523,0.01482,0.02021,0.02765,5.0
5,Price,bayesm,TVD,0.05093,0.05816,0.08199,0.05984,0.1012,0.13982,5.0
5,Price,Replication,TVD,0.05157,0.05969,0.08323,0.06053,0.10416,0.14021,5.0
5,Price,NUTS,TVD,0.05217,0.05604,0.09085,0.0704,0.11636,0.15929,5.0
5,Price,HMC,TVD,0.05974,0.08999,0.10727,0.09818,0.12552,0.1629,5.0
5,Price,bayesm,Wasserstein1,0.17398,0.20688,0.32022,0.23128,0.3742,0.61474,5.0
5,Price,Replication,Wasserstein1,0.17535,0.21232,0.32525,0.21717,0.37463,0.64679,5.0
5,Price,NUTS,Wasserstein1,0.18525,0.20125,0.35075,0.28145,0.43084,0.65498,5.0
5,Price,HMC,Wasserstein1,0.19293,0.21977,0.38636,0.43891,0.44027,0.63991,5.0
