param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt2,Replication,KL,inf,,inf,inf,,inf,5.0
Alt2,NUTS,KL,0.24808,,inf,inf,,inf,3.0
Alt2,HMC,KL,2.17108,,inf,inf,,inf,5.0
Alt2,bayesm,JSD,0.00483,0.0063,0.00632,0.00669,0.00675,0.00702,5.0
Alt2,Replication,JSD,0.00451,0.00642,0.00637,0.00686,0.00702,0.00706,5.0
Alt2,NUTS,JSD,0.00197,0.00203,0.00242,0.00209,0.00264,0.0032,3.0
Alt2,HMC,JSD,0.00367,0.0045,0.00546,0.00522,0.00609,0.00781,5.0
Alt2,bayesm,TVD,0.04728,0.05031,0.05755,0.05351,0.06493,0.07173,5.0
Alt2,Replication,TVD,0.04612,0.0501,0.05746,0.05321,0.06502,0.07283,5.0
Alt2,NUTS,TVD,0.03256,0.03313,0.03845,0.0337,0.0414,0.04909,3.0
Alt2,HMC,TVD,0.02474,0.0406,0.0515,0.04676,0.05272,0.09267,5.0
Alt2,bayesm,Wasserstein1,0.17684,0.1853,0.2571,0.27488,0.29537,0.3531,5.0
Alt2,Replication,Wasserstein1,0.17177,0.1814,0.24365,0.22207,0.30262,0.3404,5.0
Alt2,NUTS,Wasserstein1,0.13477,0.13932,0.14223,0.14387,0.14597,0.14806,3.0
Alt2,HMC,Wasserstein1,0.2541,0.36954,0.40152,0.38314,0.46612,0.53472,5.0
Alt3,bayesm,Hellinger,0.0758,0.08845,0.11758,0.09967,0.10621,0.21779,5.0
Alt3,Replication,Hellinger,0.08224,0.08827,0.12053,0.09887,0.10966,0.2236,5.0
Alt3,NUTS,Hellinger,0.04507,0.05583,0.11043,0.06659,0.14311,0.21962,3.0
Alt3,HMC,Hellinger,0.06962,0.08192,0.11246,0.08819,0.09221,0.23034,5.0
Alt3,bayesm,KL,inf,,inf,inf,,inf,5.0
Alt3,Replication,KL,inf,,inf,inf,,inf,5.0
Alt3,NUTS,KL,0.13783,0.20108,inf,0.26434,,inf,3.0
Alt3,HMC,KL,0.87608,,inf,inf,,inf,5.0
Alt3,bayesm,JSD,0.00437,0.00603,0.01401,0.00866,0.00919,0.04178,5.0
Alt3,Replication,JSD,0.00507,0.00609,0.01469,0.00845,0.00976,0.0441,5.0
Alt3,NUTS,JSD,0.00171,0.00298,0.01581,0.00425,0.02286,0.04147,3.0
Alt3,HMC,JSD,0.00376,0.00514,0.014,0.00669,0.00768,0.04674,5.0
Alt3,bayesm,TVD,0.02728,0.05393,0.08163,0.06061,0.0776,0.18871,5.0
Alt3,Replication,TVD,0.0297,0.05622,0.08185,0.06573,0.07659,0.18103,5.0
Alt3,NUTS,TVD,0.02304,0.04558,0.07747,0.06811,0.10468,0.14125,3.0
Alt3,HMC,TVD,0.03372,0.04287,0.08269,0.06106,0.07724,0.19854,5.0
Alt3,bayesm,Wasserstein1,0.21276,0.25937,0.35559,0.36657,0.43164,0.50763,5.0
Alt3,Replication,Wasserstein1,0.23492,0.24982,0.35595,0.29131,0.4648,0.53889,5.0
Alt3,NUTS,Wasserstein1,0.10742,0.15507,0.24965,0.20273,0.32077,0.43881,3.0
Alt3,HMC,Wasserstein1,0.22822,0.29319,0.3847,0.31826,0.52105,0.5628,5.0
Price,bayesm,Hellinger,0.08044,0.08089,0.09248,0.09271,0.101,0.10734,5.0
Price,Replication,Hellinger,0.07964,0.07991,0.08838,0.08417,0.09033,0.10783,5.0
Price,NUTS,Hellinger,0.05904,0.06483,0.07554,0.07061,0.08379,0.09697,3.0
Price,HMC,Hellinger,0.0655,0.06656,0.0828,0.08205,0.09097,0.1089,5.0
Price,bayesm,KL,0.6518,,inf,inf,,inf,5.0
Price,Replication,KL,inf,,inf,inf,,inf,5.0
Price,NUTS,KL,inf,,inf,inf,,inf,3.0
Price,HMC,KL,inf,,inf,inf,,inf,5.0
Price,bayesm,JSD,0.00481,0.0049,0.00714,0.00779,0.00808,0.01012,5.0
Price,Replication,JSD,0.00476,0.00476,0.00664,0.00589,0.00735,0.01043,5.0
Price,NUTS,JSD,0.00322,0.00402,0.00564,0.00483,0.00686,0.00888,3.0
Price,HMC,JSD,0.00328,0.00334,0.00612,0.00552,0.00751,0.01096,5.0
Price,bayesm,TVD,0.03765,0.03827,0.06119,0.06269,0.08289,0.08444,5.0
Price,Replication,TVD,0.03703,0.03887,0.06271,0.06325,0.08221,0.09218,5.0
Price,NUTS,TVD,0.05985,0.06501,0.06889,0.07016,0.07341,0.07666,3.0
Price,HMC,TVD,0.03244,0.03486,0.06207,0.05593,0.08502,0.10208,5.0
Price,bayesm,Wasserstein1,0.14388,0.27118,0.33453,0.28198,0.44662,0.52898,5.0
Price,Replication,Wasserstein1,0.16962,0.22458,0.31251,0.22922,0.44064,0.49851,5.0
Price,NUTS,Wasserstein1,0.16765,0.21356,0.25626,0.25948,0.30056,0.34164,3.0
Price,HMC,Wasserstein1,0.16152,0.21158,0.35894,0.27623,0.5195,0.62588,5.0
